signal_id,account_id,signal_date,signal_type,content,sentiment,sentiment_score,arc_id,story_phase,linked_node_id,signal_ref
intervention_sig_445006_111,445006,2026-05-21,customer_feedback,Quarterly check-in completed,neutral,0.01,engagement_decline,,,intervention_sig_445006_111
intervention_sig_445006_112,445006,2026-05-15,customer_feedback,Usage patterns reviewed with team,neutral,0.04,engagement_decline,,,intervention_sig_445006_112
intervention_sig_445006_113,445006,2026-06-06,meeting,Quarterly check-in completed,negative,-0.55,engagement_decline,,,intervention_sig_445006_113
intervention_sig_445006_114,445006,2026-06-23,observation,Technical review session held,negative,-0.62,engagement_decline,,,intervention_sig_445006_114
intervention_sig_445006_115,445006,2026-07-17,meeting,Quarterly check-in completed,neutral,0.11,engagement_decline,,,intervention_sig_445006_115
intervention_sig_445006_116,445006,2026-07-15,meeting,Usage patterns reviewed with team,neutral,0.15,engagement_decline,,,intervention_sig_445006_116
intervention_auto_recovery_445006_117,445006,2026-02-12,health_improvement,Account health trending upward: +12 points over 4 weeks.,positive,0.61,engagement_decline,recovery,,intervention_auto_recovery_445006_117
intervention_auto_recovery_445006_118,445006,2026-02-28,champion_reengagement,Champion Michael Torres re-engaged. Quarterly roadmap session completed.,positive,0.64,engagement_decline,recovery,,intervention_auto_recovery_445006_118
intervention_auto_recovery_445006_119,445006,2026-03-15,deployment_improvement,Deployment velocity improved 30% after PB-01 acceleration playbook.,positive,0.77,engagement_decline,recovery,,intervention_auto_recovery_445006_119
intervention_sig_445007_120,445007,2026-02-01,expansion_signal,3 new departments requesting platform access,neutral,0.1,expansion_champion,,,intervention_sig_445007_120
intervention_sig_445007_121,445007,2026-03-01,nps_increase,NPS increased from 52 to 71,neutral,0.1,expansion_champion,,,intervention_sig_445007_121
intervention_narrative_sig_445007_122,445007,2026-02-27,champion_advocacy,Champion actively advocating for platform,positive,0.64,expansion_champion,champion_active,,intervention_narrative_sig_445007_122
intervention_narrative_sig_445007_123,445007,2026-02-27,usage_spike,Significant usage increase detected,positive,0.61,expansion_champion,expansion,,intervention_narrative_sig_445007_123
intervention_sig_445007_124,445007,2026-02-06,customer_feedback,Product adoption metrics trending well,neutral,0.16,expansion_champion,,,intervention_sig_445007_124
intervention_sig_445007_125,445007,2026-02-06,observation,Expansion discussion in early stages,positive,0.8,expansion_champion,,,intervention_sig_445007_125
intervention_sig_445007_126,445007,2026-03-21,meeting,Regular QBR completed successfully,neutral,0.01,expansion_champion,,,intervention_sig_445007_126
intervention_sig_445007_127,445007,2026-03-26,observation,Regular QBR completed successfully,positive,0.52,expansion_champion,,,intervention_sig_445007_127
intervention_sig_445007_128,445007,2026-04-09,meeting,Regular QBR completed successfully,positive,0.55,expansion_champion,,,intervention_sig_445007_128
intervention_sig_445007_129,445007,2026-04-09,observation,Regular QBR completed successfully,positive,0.42,expansion_champion,,,intervention_sig_445007_129
intervention_sig_445007_130,445007,2026-05-05,customer_feedback,Champion engagement remains strong,neutral,0.08,expansion_champion,,,intervention_sig_445007_130
intervention_sig_445007_131,445007,2026-05-11,health_check,Product adoption metrics trending well,positive,0.5,expansion_champion,,,intervention_sig_445007_131
intervention_sig_445007_132,445007,2026-06-12,health_check,Expansion discussion in early stages,positive,0.65,expansion_champion,,,intervention_sig_445007_132
intervention_sig_445007_133,445007,2026-06-10,observation,Product adoption metrics trending well,positive,0.52,expansion_champion,,,intervention_sig_445007_133
intervention_sig_445007_134,445007,2026-07-01,meeting,Regular QBR completed successfully,positive,0.73,expansion_champion,,,intervention_sig_445007_134
intervention_sig_445007_135,445007,2026-07-18,health_check,Regular QBR completed successfully,neutral,0.26,expansion_champion,,,intervention_sig_445007_135
intervention_auto_recovery_445007_136,445007,2026-02-17,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.91,expansion_champion,recovery,,intervention_auto_recovery_445007_136
intervention_auto_recovery_445007_137,445007,2026-03-10,advocacy,Customer agreed to co-present at annual user conference.,positive,0.73,expansion_champion,recovery,,intervention_auto_recovery_445007_137
intervention_narrative_sig_445008_138,445008,2026-02-27,routine_review,Routine quarterly review completed,positive,0.82,steady_performer,review,,intervention_narrative_sig_445008_138
intervention_sig_445008_139,445008,2026-02-24,customer_feedback,Product adoption metrics trending well,neutral,0.24,steady_performer,,,intervention_sig_445008_139
intervention_sig_445008_140,445008,2026-02-11,customer_feedback,Expansion discussion in early stages,positive,0.55,steady_performer,,,intervention_sig_445008_140
intervention_sig_445008_141,445008,2026-03-12,meeting,Expansion discussion in early stages,positive,0.65,steady_performer,,,intervention_sig_445008_141
intervention_sig_445008_142,445008,2026-03-26,health_check,Champion engagement remains strong,positive,0.49,steady_performer,,,intervention_sig_445008_142
intervention_sig_445008_143,445008,2026-04-09,meeting,Expansion discussion in early stages,positive,0.67,steady_performer,,,intervention_sig_445008_143
intervention_sig_445008_144,445008,2026-04-20,meeting,Expansion discussion in early stages,neutral,0.14,steady_performer,,,intervention_sig_445008_144
intervention_sig_445008_145,445008,2026-05-21,observation,Expansion discussion in early stages,positive,0.59,steady_performer,,,intervention_sig_445008_145
intervention_sig_445008_146,445008,2026-05-14,meeting,Product adoption metrics trending well,positive,0.44,steady_performer,,,intervention_sig_445008_146
intervention_sig_445008_147,445008,2026-06-18,observation,Regular QBR completed successfully,positive,0.63,steady_performer,,,intervention_sig_445008_147
intervention_sig_445008_148,445008,2026-06-25,meeting,Expansion discussion in early stages,neutral,-0.11,steady_performer,,,intervention_sig_445008_148
intervention_sig_445008_149,445008,2026-07-15,observation,Expansion discussion in early stages,positive,0.66,steady_performer,,,intervention_sig_445008_149
intervention_sig_445008_150,445008,2026-07-08,observation,Product adoption metrics trending well,neutral,0.32,steady_performer,,,intervention_sig_445008_150
intervention_auto_recovery_445008_151,445008,2026-02-17,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.8,steady_performer,recovery,,intervention_auto_recovery_445008_151
intervention_auto_recovery_445008_152,445008,2026-03-10,advocacy,Customer agreed to co-present at annual user conference.,positive,0.72,steady_performer,recovery,,intervention_auto_recovery_445008_152
intervention_narrative_sig_445009_153,445009,2026-02-27,routine_review,Routine quarterly review completed,positive,0.75,steady_performer,review,,intervention_narrative_sig_445009_153
intervention_sig_445009_154,445009,2026-02-20,observation,Regular QBR completed successfully,neutral,0.01,steady_performer,,,intervention_sig_445009_154
intervention_sig_445009_155,445009,2026-02-15,observation,Regular QBR completed successfully,positive,0.5,steady_performer,,,intervention_sig_445009_155
intervention_sig_445009_156,445009,2026-03-08,meeting,Product adoption metrics trending well,neutral,-0.1,steady_performer,,,intervention_sig_445009_156
intervention_sig_445009_157,445009,2026-03-07,health_check,Champion engagement remains strong,neutral,0.09,steady_performer,,,intervention_sig_445009_157
intervention_sig_445009_158,445009,2026-04-06,meeting,Regular QBR completed successfully,neutral,-0.07,steady_performer,,,intervention_sig_445009_158
intervention_sig_445009_159,445009,2026-04-21,customer_feedback,Champion engagement remains strong,positive,0.47,steady_performer,,,intervention_sig_445009_159
intervention_sig_445009_160,445009,2026-05-23,observation,Product adoption metrics trending well,positive,0.42,steady_performer,,,intervention_sig_445009_160
intervention_sig_445009_161,445009,2026-05-25,observation,Regular QBR completed successfully,positive,0.62,steady_performer,,,intervention_sig_445009_161
intervention_sig_445009_162,445009,2026-06-01,health_check,Expansion discussion in early stages,positive,0.6,steady_performer,,,intervention_sig_445009_162
intervention_sig_445009_163,445009,2026-06-09,customer_feedback,Product adoption metrics trending well,positive,0.5,steady_performer,,,intervention_sig_445009_163
intervention_sig_445009_164,445009,2026-07-03,observation,Regular QBR completed successfully,positive,0.49,steady_performer,,,intervention_sig_445009_164
intervention_sig_445009_165,445009,2026-06-30,health_check,Expansion discussion in early stages,positive,0.47,steady_performer,,,intervention_sig_445009_165
intervention_auto_recovery_445009_166,445009,2026-02-17,expansion_signal,Account expanding GPU cluster capacity by 40%. New PO in procurement.,positive,0.87,steady_performer,recovery,,intervention_auto_recovery_445009_166
intervention_auto_recovery_445009_167,445009,2026-03-10,advocacy,Customer agreed to co-present at annual user conference.,positive,0.72,steady_performer,recovery,,intervention_auto_recovery_445009_167
intervention_sig_445010_168,445010,2026-02-15,expansion_signal,2 new warehouse locations requesting platform rollout,neutral,0.1,expansion_champion,,,intervention_sig_445010_168
intervention_narrative_sig_445010_169,445010,2026-02-27,champion_advocacy,Champion actively advocating for platform,positive,0.63,expansion_champion,champion_active,,intervention_narrative_sig_445010_169
intervention_narrative_sig_445010_170,445010,2026-02-27,usage_spike,Significant usage increase detected,positive,0.75,expansion_champion,expansion,,intervention_narrative_sig_445010_170
intervention_sig_445010_171,445010,2026-02-20,health_check,Expansion discussion in early stages,positive,0.56,expansion_champion,,,intervention_sig_445010_171
intervention_sig_445010_172,445010,2026-02-05,customer_feedback,Regular QBR completed successfully,positive,0.51,expansion_champion,,,intervention_sig_445010_172
intervention_sig_445010_173,445010,2026-03-08,customer_feedback,Champion engagement remains strong,neutral,0.25,expansion_champion,,,intervention_sig_445010_173
intervention_sig_445010_174,445010,2026-02-28,observation,Expansion discussion in early stages,positive,0.56,expansion_champion,,,intervention_sig_445010_174
intervention_sig_445010_175,445010,2026-04-17,observation,Champion engagement remains strong,positive,0.58,expansion_champion,,,intervention_sig_445010_175
intervention_sig_445010_176,445010,2026-04-06,customer_feedback,Expansion discussion in early stages,positive,0.78,expansion_champion,,,intervention_sig_445010_176
intervention_sig_445010_177,445010,2026-05-22,health_check,Product adoption metrics trending well,positive,0.45,expansion_champion,,,intervention_sig_445010_177
intervention_sig_445010_178,445010,2026-05-03,meeting,Regular QBR completed successfully,neutral,0.08,expansion_champion,,,intervention_sig_445010_178
intervention_sig_445010_179,445010,2026-06-23,meeting,Expansion discussion in early stages,positive,0.64,expansion_champion,,,intervention_sig_445010_179
intervention_sig_445010_180,445010,2026-06-11,health_check,Champion engagement remains strong,neutral,0.13,expansion_champion,,,intervention_sig_445010_180
intervention_sig_445010_181,445010,2026-07-05,meeting,Regular QBR completed successfully,positive,0.57,expansion_champion,,,intervention_sig_445010_181
intervention_sig_445010_182,445010,2026-07-16,health_check,Regular QBR completed successfully,positive,0.58,expansion_champion,,,intervention_sig_445010_182
intervention_auto_recovery_445010_183,445010,2026-02-28,advocacy,Customer agreed to co-present at annual user conference.,positive,0.8,expansion_champion,recovery,,intervention_auto_recovery_445010_183
intervention_narrative_sig_445011_184,445011,2026-02-27,routine_review,Routine quarterly review completed,positive,0.69,steady_performer,review,,intervention_narrative_sig_445011_184
intervention_sig_445011_185,445011,2026-02-24,health_check,Expansion discussion in early stages,positive,0.55,steady_performer,,,intervention_sig_445011_185
intervention_sig_445011_186,445011,2026-02-18,health_check,Regular QBR completed successfully,positive,0.57,steady_performer,,,intervention_sig_445011_186
intervention_sig_445011_187,445011,2026-03-13,meeting,Expansion discussion in early stages,positive,0.53,steady_performer,,,intervention_sig_445011_187
intervention_sig_445011_188,445011,2026-03-28,customer_feedback,Champion engagement remains strong,neutral,0.09,steady_performer,,,intervention_sig_445011_188
intervention_sig_445011_189,445011,2026-04-06,customer_feedback,Expansion discussion in early stages,positive,0.77,steady_performer,,,intervention_sig_445011_189
intervention_sig_445011_190,445011,2026-04-08,observation,Champion engagement remains strong,positive,0.62,steady_performer,,,intervention_sig_445011_190
