account_id,signal_ref,signal_date,signal_type,content,sentiment,sentiment_score,stakeholder_name,stakeholder_title,causal_chain_ref,revenue_impact,confidence,source_platform
292005,phase1:w8,2025-07-15,signal,GPU utilization hits 72%. Capacity utilization at 75%. Workload Growth Velocity at +22% MoM. Expansion Probability (90d) climbs to 45%. CSM schedules capacity planning conversation with VP AI/ML.,neutral,0.05,VP AI/ML,champion,,0.0,0.72,csv_import
292005,phase1:w10,2025-07-27,meeting,"Capacity planning meeting with VP AI/ML and Infrastructure Director. GPU utilization at 78%, capacity at 80%. CSM presents ROI of first 10 weeks: $12K CAC fully recovered, workload adoption 40% above plan. VP AI/ML proposes POC for expanded workloads on additional capacity.",neutral,0.15,VP AI/ML,champion,,0.0,0.81,csv_import
292005,phase2:w2,2025-08-13,decision,"Infrastructure Director approves first expansion: 1 additional rack (32 GPUs), $600K incremental ARR. CFO signs off citing proven 8-week CAC payback and workload demand data from CSM.",neutral,0.2,VP AI/ML,champion,,600000.0,0.93,csv_import
292005,phase2:w4,2025-08-26,milestone,Second rack commissioned and online in 18 days (faster than initial 25-day deployment). GPU utilization drops from 82% to 55% as capacity doubles. Training job queues clear. Performance metrics improve across the board.,neutral,0.15,VP AI/ML,champion,,0.0,0.84,csv_import
292005,phase2:w6,2025-09-11,decision,VP AI/ML approves POC for inference workloads on new capacity. Workload Diversity Score grows to 4 (adding real-time inference). This decision plants the seed for the second expansion wave.,neutral,0.1,VP AI/ML,champion,,0.0,0.8,csv_import
292005,phase2:w8,2025-09-24,meeting,"QBR with VP AI/ML, Infrastructure Director. Present expansion ROI: $600K investment generating $180K/quarter in workload value. GPU utilization back to 65% and climbing. Platform delivers clear visibility into adoption acceleration.",neutral,0.1,VP AI/ML,champion,,0.0,0.77,csv_import
292005,phase3:w3,2025-10-15,milestone,Inference workloads go live in production. P95 inference latency at 42ms (target: 50ms). Workload Diversity Score reaches 5 types. GPU utilization climbs to 68%.,neutral,0.1,VP AI/ML,champion,,0.0,0.71,csv_import
292005,phase3:w6,2025-11-04,signal,GPU utilization crosses 80% threshold. Capacity utilization at 82%. Second expansion signal fires. Workload Growth Velocity at +15% MoM. Expansion Probability (90d) jumps to 65%. Minor training job queue delays begin.,neutral,-0.05,VP AI/ML,champion,,-200000.0,0.74,csv_import
292005,phase3:w8,2025-11-20,meeting,"CSM-led expansion planning session. Present data: 82% utilization, 15% MoM growth, runway depletes in 8 weeks. VP AI/ML champions the case internally. Infrastructure Director requests pricing for 2 additional racks.",neutral,0.1,VP AI/ML,champion,,0.0,0.82,csv_import
292005,phase3:w10,2025-12-02,decision,"CFO approves second expansion: 2 additional racks (64 GPUs), $1.2M incremental ARR. Total footprint grows to 4 racks (128 GPUs), $3.0M ARR. CFO cites compounding ROI data from CSM reports.",neutral,0.2,VP AI/ML,champion,,1200000.0,0.72,csv_import
292005,phase3:w12,2025-12-14,milestone,"Second expansion racks commissioned. Total footprint: 4 racks, 128 GPUs. GPU utilization normalizes to 52%. All workload queues clear. Health stabilizes at 84. Platform demonstrates clear L&E flywheel.",neutral,0.15,VP AI/ML,champion,,0.0,0.76,csv_import
292005,phase4:w2,2026-01-01,meeting,"VP AI/ML shares 18-month AI roadmap requiring 10-rack total footprint. Plans include production inference at scale, multi-model training, and edge deployment preparation. CSM positions this as a strategic partnership discussion.",neutral,0.15,VP AI/ML,champion,,0.0,0.8,csv_import
292005,phase4:w4,2026-01-11,signal,GPU utilization climbs to 75% on 4-rack footprint. Workload Growth Velocity at +12% MoM. Expansion Probability (90d) at 78%. Platform data validates VP AI/ML's capacity projections -- CFO requests formal expansion proposal.,neutral,0.1,VP AI/ML,champion,,0.0,0.8,csv_import
292005,phase4:w6,2026-01-27,decision,"CFO approves strategic expansion: 6 additional racks (192 GPUs), $1.8M incremental ARR with volume discount. Total footprint: 10 racks (320 GPUs), $4.8M ARR. 4x the initial land. Deal structured as multi-year strategic partnership.",positive,0.25,VP AI/ML,champion,,1800000.0,0.89,csv_import
292005,phase4:w8,2026-02-09,milestone,First 3 strategic expansion racks commissioned. GPU utilization normalizes to 48% across expanded footprint. New workload types onboarding: reinforcement learning and model serving. Partner NPS at 72.,neutral,0.1,VP AI/ML,champion,,0.0,0.78,csv_import
292005,phase4:w10,2026-02-23,milestone,All 10 racks operational. Health score at 88. NRR: 400% (1.2M to 4.8M in 48 weeks). VP AI/ML presents partnership success to board. CSM documents complete Land & Expand playbook for replication across portfolio.,neutral,0.15,VP AI/ML,champion,,0.0,0.72,csv_import
292006,phase1:w2,2025-08-24,signal,CTO registers for competitor-sponsored AI infrastructure summit,neutral,-0.05,CTO,decision_maker,,0.0,0.83,csv_import
292006,phase1:w5,2025-09-15,meeting,Routine QBR rescheduled by CTO office citing calendar conflicts,neutral,-0.08,CTO,decision_maker,,0.0,0.93,csv_import
292006,phase1:w7,2025-09-30,signal,System detects CTO LinkedIn activity showing competitor engagement posts,neutral,-0.1,CTO,decision_maker,,0.0,0.79,csv_import
292006,phase2:w1,2025-09-29,external,Competitor AE sends CTO aggressive pricing proposal: 30% below current contract,neutral,-0.2,CTO,decision_maker,cc_competitive_approach,-380000.0,0.76,csv_import
292006,phase2:w3,2025-10-13,signal,VP Engineering privately alerts CSM about competitor outreach to CTO,neutral,0.05,CTO,decision_maker,,0.0,0.76,csv_import
292006,phase2:w5,2025-10-27,signal,Budget expansion conversations go dark; CFO office stops returning calls,neutral,-0.15,CTO,decision_maker,,-570000.0,0.85,csv_import
292006,phase3:w1,2025-11-23,stakeholder_change,CTO formally announces vendor evaluation process to IT leadership team,negative,-0.25,CTO,decision_maker,,-950000.0,0.74,csv_import
292006,phase3:w3,2025-12-10,external,Competitor runs 2-week GPU benchmark POC; claims 15% better perf/watt on inference workloads,neutral,-0.2,CTO,decision_maker,,-760000.0,0.82,csv_import
292006,phase3:w5,2025-12-25,signal,Internal NPS survey reveals 22-point drop in CTO confidence; VP Eng still supportive,neutral,-0.15,CTO,decision_maker,,0.0,0.89,csv_import
292006,phase3:w6,2025-12-31,decision,CSM escalates competitive threat to VP Sales with full signal dossier,neutral,0.05,CTO,decision_maker,cc_value_defense,0.0,0.87,csv_import
292006,phase3:w8,2026-01-15,signal,"Engagement metrics hit arc low: champion meetings down 60%, support tickets routed to generic queue",neutral,-0.1,CTO,decision_maker,,-1140000.0,0.86,csv_import
292006,phase4:w1,2026-01-22,meeting,"VP Sales hosts executive dinner with CTO; acknowledges competitive pressure, shifts conversation to strategic partnership value",neutral,0.15,CTO,decision_maker,,380000.0,0.78,csv_import
292006,phase4:w2,2026-01-27,decision,"Deploy comprehensive value-realization report to CFO showing $2.1M in realized value, true switching costs of $1.8M, and 18-month TCO advantage",neutral,0.2,CTO,decision_maker,,760000.0,0.74,csv_import
292006,phase4:w4,2026-02-08,milestone,"Engineering team delivers head-to-head benchmark: our distributed training 23% faster, inference latency 18% lower at scale",neutral,0.2,CTO,decision_maker,,570000.0,0.82,csv_import
292006,phase4:w5,2026-02-17,meeting,CFO acknowledges switching costs exceed competitor savings; requests retention proposal with investment protection,neutral,0.15,CTO,decision_maker,cc_retention_to_expansion,950000.0,0.9,csv_import
