signal_id,account_id,signal_date,signal_type,content,sentiment,sentiment_score,arc_id,story_phase,linked_node_id,signal_ref
sig_435002_32,435002,2026-01-10,health_check,Stakeholder alignment meeting scheduled,neutral,-0.05,infrastructure_decay,,,sig_435002_32
sig_435002_33,435002,2026-02-26,customer_feedback,Performance metrics under review,negative,-0.28,infrastructure_decay,,,sig_435002_33
sig_435002_34,435002,2026-02-26,meeting,Support ticket volume above normal,neutral,-0.1,infrastructure_decay,,,sig_435002_34
sig_435002_35,435002,2026-03-04,customer_feedback,Support ticket volume above normal,neutral,0.28,infrastructure_decay,,,sig_435002_35
sig_435002_36,435002,2026-03-21,observation,Performance metrics under review,negative,-0.35,infrastructure_decay,,,sig_435002_36
sig_435003_37,435003,2025-12-15,budget_change,Q4 earnings miss. Board mandated 15% OpEx reduction across all departments.,negative,-0.6,budget_cut,,,sig_435003_37
sig_435003_38,435003,2026-01-10,expansion_cancelled,Planned Phase 2 expansion ($2.1M) put on indefinite hold. CFO froze all new infrastructure spend.,negative,-0.9,budget_cut,,,sig_435003_38
sig_435003_39,435003,2026-02-01,downsizing,Capacity reduction: decommissioning 50 GPU nodes (200 → 150). Workloads consolidating.,negative,-0.6,budget_cut,,,sig_435003_39
sig_435003_40,435003,2026-03-05,competitor_evaluation,CFO requested pricing comparison with 2 competitors for renewal negotiation leverage.,negative,-0.6,budget_cut,,,sig_435003_40
narrative_sig_435003_41,435003,2025-12-30,kpi_decline,KPI metrics declining below threshold,negative,-0.66,budget_cut,warning,,narrative_sig_435003_41
narrative_sig_435003_42,435003,2026-01-06,support_escalation,Support ticket escalated to management,negative,-0.84,budget_cut,warning,,narrative_sig_435003_42
sig_435003_43,435003,2025-10-03,customer_feedback,Escalation review meeting conducted,neutral,0.0,budget_cut,,,sig_435003_43
sig_435003_44,435003,2025-10-06,observation,Support ticket volume above normal,neutral,0.01,budget_cut,,,sig_435003_44
sig_435003_45,435003,2025-11-16,meeting,Stakeholder alignment meeting scheduled,neutral,0.07,budget_cut,,,sig_435003_45
sig_435003_46,435003,2025-11-20,observation,Performance metrics under review,negative,-0.45,budget_cut,,,sig_435003_46
sig_435003_47,435003,2025-12-14,observation,Escalation review meeting conducted,neutral,0.05,budget_cut,,,sig_435003_47
sig_435003_48,435003,2025-12-21,meeting,Performance metrics under review,neutral,0.42,budget_cut,,,sig_435003_48
sig_435003_49,435003,2026-01-16,health_check,Escalation review meeting conducted,negative,-0.5,budget_cut,,,sig_435003_49
sig_435003_50,435003,2026-01-11,customer_feedback,Stakeholder alignment meeting scheduled,negative,-0.52,budget_cut,,,sig_435003_50
sig_435003_51,435003,2026-02-10,observation,Stakeholder alignment meeting scheduled,negative,-0.59,budget_cut,,,sig_435003_51
sig_435003_52,435003,2026-02-25,customer_feedback,Performance metrics under review,neutral,0.25,budget_cut,,,sig_435003_52
sig_435003_53,435003,2026-03-04,observation,Support ticket volume above normal,neutral,0.02,budget_cut,,,sig_435003_53
sig_435003_54,435003,2026-03-29,meeting,Performance metrics under review,neutral,0.11,budget_cut,,,sig_435003_54
sig_435004_55,435004,2026-01-15,usage_decline,GPU utilization trending down: 78% → 71% over 6 weeks. Some workloads moved to cloud.,negative,-0.6,early_warning,,,sig_435004_55
sig_435004_56,435004,2026-02-10,support_ticket,Multiple tickets about training job failures. Completion rate dropped from 94% to 87%.,negative,-0.6,early_warning,,,sig_435004_56
narrative_sig_435004_57,435004,2025-11-30,critical_incident,Critical service incident reported,negative,-0.46,early_warning,crisis,,narrative_sig_435004_57
narrative_sig_435004_58,435004,2025-12-03,stakeholder_escalation,Stakeholder escalated concerns,negative,-0.76,early_warning,crisis,,narrative_sig_435004_58
sig_435004_59,435004,2025-10-01,meeting,Usage patterns reviewed with team,neutral,0.19,early_warning,,,sig_435004_59
sig_435004_60,435004,2025-10-05,health_check,Quarterly check-in completed,neutral,0.14,early_warning,,,sig_435004_60
sig_435004_61,435004,2025-11-27,meeting,Quarterly check-in completed,neutral,0.09,early_warning,,,sig_435004_61
sig_435004_62,435004,2025-11-29,meeting,Usage patterns reviewed with team,neutral,0.01,early_warning,,,sig_435004_62
sig_435004_63,435004,2025-12-18,customer_feedback,Renewal discussion in progress,neutral,0.11,early_warning,,,sig_435004_63
sig_435004_64,435004,2025-12-03,health_check,Usage patterns reviewed with team,neutral,0.05,early_warning,,,sig_435004_64
sig_435004_65,435004,2026-01-28,meeting,Usage patterns reviewed with team,neutral,0.31,early_warning,,,sig_435004_65
sig_435004_66,435004,2025-12-30,health_check,Usage patterns reviewed with team,negative,-0.37,early_warning,,,sig_435004_66
sig_435004_67,435004,2026-01-30,meeting,Technical review session held,neutral,0.05,early_warning,,,sig_435004_67
sig_435004_68,435004,2026-02-13,customer_feedback,Usage patterns reviewed with team,neutral,0.21,early_warning,,,sig_435004_68
sig_435004_69,435004,2026-03-15,meeting,Technical review session held,negative,-0.5,early_warning,,,sig_435004_69
sig_435004_70,435004,2026-03-05,observation,Usage patterns reviewed with team,neutral,0.11,early_warning,,,sig_435004_70
sig_435005_71,435005,2026-01-01,engagement_gap,Last QBR was Oct 2025. Three scheduling attempts declined or no-showed.,negative,-0.6,engagement_drop,,,sig_435005_71
sig_435005_72,435005,2026-01-20,org_change,"Major restructure: Engineering team reorganized. Alex Nguyen's role changed, reduced authority.",negative,-0.6,engagement_drop,,,sig_435005_72
narrative_sig_435005_73,435005,2025-11-30,critical_incident,Critical service incident reported,negative,-0.51,engagement_drop,crisis,,narrative_sig_435005_73
narrative_sig_435005_74,435005,2025-12-03,stakeholder_escalation,Stakeholder escalated concerns,negative,-0.69,engagement_drop,crisis,,narrative_sig_435005_74
sig_435005_75,435005,2025-10-07,meeting,Quarterly check-in completed,neutral,0.17,engagement_drop,,,sig_435005_75
sig_435005_76,435005,2025-10-25,health_check,Technical review session held,neutral,0.28,engagement_drop,,,sig_435005_76
sig_435005_77,435005,2025-11-20,observation,Technical review session held,neutral,0.02,engagement_drop,,,sig_435005_77
sig_435005_78,435005,2025-11-13,observation,Usage patterns reviewed with team,negative,-0.5,engagement_drop,,,sig_435005_78
sig_435005_79,435005,2025-12-16,observation,Renewal discussion in progress,neutral,0.1,engagement_drop,,,sig_435005_79
sig_435005_80,435005,2025-12-02,observation,Quarterly check-in completed,negative,-0.54,engagement_drop,,,sig_435005_80
sig_435005_81,435005,2026-01-18,meeting,Technical review session held,negative,-0.34,engagement_drop,,,sig_435005_81
sig_435005_82,435005,2026-01-01,observation,Quarterly check-in completed,negative,-0.49,engagement_drop,,,sig_435005_82
sig_435005_83,435005,2026-02-16,observation,Technical review session held,negative,-0.61,engagement_drop,,,sig_435005_83
sig_435005_84,435005,2026-02-09,observation,Technical review session held,negative,-0.36,engagement_drop,,,sig_435005_84
sig_435005_85,435005,2026-03-10,health_check,Usage patterns reviewed with team,neutral,0.07,engagement_drop,,,sig_435005_85
sig_435005_86,435005,2026-03-11,customer_feedback,Technical review session held,negative,-0.52,engagement_drop,,,sig_435005_86
sig_435006_87,435006,2026-02-01,capacity_warning,Capacity utilization at 91%. Queuing delays increasing for training jobs.,negative,-0.6,slow_expansion,,,sig_435006_87
sig_435006_88,435006,2026-02-15,expansion_stall,"Expansion proposal ($800K) submitted in Dec. Finance requested ROI analysis, no response since.",neutral,0.1,slow_expansion,,,sig_435006_88
narrative_sig_435006_89,435006,2025-11-30,critical_incident,Critical service incident reported,negative,-0.68,slow_expansion,crisis,,narrative_sig_435006_89
narrative_sig_435006_90,435006,2025-12-03,stakeholder_escalation,Stakeholder escalated concerns,negative,-0.44,slow_expansion,crisis,,narrative_sig_435006_90
sig_435006_91,435006,2025-10-13,customer_feedback,Technical review session held,negative,-0.41,slow_expansion,,,sig_435006_91
sig_435006_92,435006,2025-10-13,meeting,Usage patterns reviewed with team,negative,-0.37,slow_expansion,,,sig_435006_92
sig_435006_93,435006,2025-11-25,customer_feedback,Usage patterns reviewed with team,negative,-0.51,slow_expansion,,,sig_435006_93
sig_435006_94,435006,2025-11-25,health_check,Usage patterns reviewed with team,neutral,0.11,slow_expansion,,,sig_435006_94
sig_435006_95,435006,2025-12-18,health_check,Quarterly check-in completed,neutral,0.21,slow_expansion,,,sig_435006_95
sig_435006_96,435006,2025-12-08,health_check,Quarterly check-in completed,negative,-0.49,slow_expansion,,,sig_435006_96
sig_435006_97,435006,2026-01-14,health_check,Renewal discussion in progress,negative,-0.41,slow_expansion,,,sig_435006_97
sig_435006_98,435006,2026-01-07,health_check,Technical review session held,neutral,-0.07,slow_expansion,,,sig_435006_98
sig_435006_99,435006,2026-02-17,customer_feedback,Technical review session held,neutral,-0.08,slow_expansion,,,sig_435006_99
sig_435006_100,435006,2026-02-13,meeting,Renewal discussion in progress,neutral,0.18,slow_expansion,,,sig_435006_100
sig_435006_101,435006,2026-03-03,observation,Technical review session held,neutral,0.06,slow_expansion,,,sig_435006_101
sig_435006_102,435006,2026-03-16,health_check,Technical review session held,negative,-0.53,slow_expansion,,,sig_435006_102
sig_435007_103,435007,2026-01-10,playbook_executed,PB-02 (Ops Stability) triggered. Dedicated support engineer assigned. Weekly health check calls started.,positive,0.7,recovery_in_progress,,,sig_435007_103
sig_435007_104,435007,2026-02-15,health_improvement,Health score improved from 41 to 58. RMA rate stabilized. MTBF trending up.,positive,0.7,recovery_in_progress,,,sig_435007_104
sig_435007_105,435007,2026-03-10,recovery_milestone,Health reached 67. Two consecutive weeks above at-risk threshold. Champion re-engaged.,positive,0.7,recovery_in_progress,,,sig_435007_105
narrative_sig_435007_106,435007,2025-11-30,critical_incident,Critical service incident reported,negative,-0.85,recovery_in_progress,crisis,,narrative_sig_435007_106
narrative_sig_435007_107,435007,2025-12-03,stakeholder_escalation,Stakeholder escalated concerns,negative,-0.59,recovery_in_progress,crisis,,narrative_sig_435007_107
sig_435007_108,435007,2025-10-21,observation,Renewal discussion in progress,neutral,0.06,recovery_in_progress,,,sig_435007_108
sig_435007_109,435007,2025-10-04,health_check,Renewal discussion in progress,neutral,0.0,recovery_in_progress,,,sig_435007_109
sig_435007_110,435007,2025-11-10,observation,Usage patterns reviewed with team,neutral,-0.08,recovery_in_progress,,,sig_435007_110
sig_435007_111,435007,2025-11-02,customer_feedback,Renewal discussion in progress,neutral,0.29,recovery_in_progress,,,sig_435007_111
sig_435007_112,435007,2025-12-13,health_check,Renewal discussion in progress,neutral,0.02,recovery_in_progress,,,sig_435007_112
sig_435007_113,435007,2025-12-28,customer_feedback,Renewal discussion in progress,negative,-0.7,recovery_in_progress,,,sig_435007_113
sig_435007_114,435007,2026-01-16,observation,Usage patterns reviewed with team,negative,-0.29,recovery_in_progress,,,sig_435007_114
sig_435007_115,435007,2026-01-24,health_check,Usage patterns reviewed with team,neutral,-0.05,recovery_in_progress,,,sig_435007_115
sig_435007_116,435007,2026-02-24,customer_feedback,Technical review session held,neutral,0.17,recovery_in_progress,,,sig_435007_116
sig_435007_117,435007,2026-02-26,customer_feedback,Usage patterns reviewed with team,neutral,0.04,recovery_in_progress,,,sig_435007_117
sig_435007_118,435007,2026-03-19,meeting,Technical review session held,negative,-0.71,recovery_in_progress,,,sig_435007_118
sig_435007_119,435007,2026-03-23,meeting,Technical review session held,negative,-0.45,recovery_in_progress,,,sig_435007_119
narrative_sig_435008_120,435008,2026-01-29,routine_review,Routine quarterly review completed,positive,0.65,stable,review,,narrative_sig_435008_120
sig_435008_121,435008,2025-10-25,health_check,Champion engagement remains strong,neutral,0.14,stable,,,sig_435008_121
sig_435008_122,435008,2025-10-28,customer_feedback,Product adoption metrics trending well,positive,0.6,stable,,,sig_435008_122
sig_435008_123,435008,2025-11-11,customer_feedback,Product adoption metrics trending well,positive,0.61,stable,,,sig_435008_123
sig_435008_124,435008,2025-11-25,observation,Expansion discussion in early stages,neutral,0.24,stable,,,sig_435008_124
sig_435008_125,435008,2025-12-17,health_check,Regular QBR completed successfully,positive,0.59,stable,,,sig_435008_125
sig_435008_126,435008,2025-12-09,meeting,Product adoption metrics trending well,positive,0.48,stable,,,sig_435008_126
sig_435008_127,435008,2026-01-06,customer_feedback,Regular QBR completed successfully,neutral,0.08,stable,,,sig_435008_127
sig_435008_128,435008,2026-01-08,health_check,Product adoption metrics trending well,neutral,0.09,stable,,,sig_435008_128
sig_435008_129,435008,2026-02-18,meeting,Champion engagement remains strong,neutral,0.12,stable,,,sig_435008_129
sig_435008_130,435008,2026-02-12,customer_feedback,Expansion discussion in early stages,positive,0.47,stable,,,sig_435008_130
sig_435008_131,435008,2026-03-24,meeting,Champion engagement remains strong,neutral,0.05,stable,,,sig_435008_131
sig_435008_132,435008,2026-03-14,health_check,Expansion discussion in early stages,neutral,0.07,stable,,,sig_435008_132
narrative_sig_435009_133,435009,2026-01-29,routine_review,Routine quarterly review completed,positive,0.83,moderate_growth,review,,narrative_sig_435009_133
sig_435009_134,435009,2025-10-11,meeting,Regular QBR completed successfully,positive,0.69,moderate_growth,,,sig_435009_134
sig_435009_135,435009,2025-10-12,observation,Expansion discussion in early stages,positive,0.51,moderate_growth,,,sig_435009_135
sig_435009_136,435009,2025-11-17,customer_feedback,Champion engagement remains strong,positive,0.53,moderate_growth,,,sig_435009_136
sig_435009_137,435009,2025-11-26,observation,Champion engagement remains strong,positive,0.65,moderate_growth,,,sig_435009_137
sig_435009_138,435009,2025-12-18,meeting,Regular QBR completed successfully,positive,0.57,moderate_growth,,,sig_435009_138
sig_435009_139,435009,2025-12-15,meeting,Product adoption metrics trending well,positive,0.44,moderate_growth,,,sig_435009_139
sig_435009_140,435009,2026-01-03,health_check,Product adoption metrics trending well,positive,0.68,moderate_growth,,,sig_435009_140
sig_435009_141,435009,2026-01-10,meeting,Expansion discussion in early stages,neutral,0.15,moderate_growth,,,sig_435009_141
sig_435009_142,435009,2026-02-08,customer_feedback,Expansion discussion in early stages,positive,0.48,moderate_growth,,,sig_435009_142
sig_435009_143,435009,2026-02-18,health_check,Regular QBR completed successfully,neutral,0.07,moderate_growth,,,sig_435009_143
sig_435009_144,435009,2026-03-26,customer_feedback,Product adoption metrics trending well,positive,0.76,moderate_growth,,,sig_435009_144
sig_435009_145,435009,2026-03-08,health_check,Regular QBR completed successfully,positive,0.75,moderate_growth,,,sig_435009_145
narrative_sig_435010_146,435010,2026-01-29,routine_review,Routine quarterly review completed,positive,0.62,stable,review,,narrative_sig_435010_146
sig_435010_147,435010,2025-10-02,health_check,Expansion discussion in early stages,positive,0.5,stable,,,sig_435010_147
sig_435010_148,435010,2025-10-02,health_check,Product adoption metrics trending well,positive,0.84,stable,,,sig_435010_148
sig_435010_149,435010,2025-11-04,observation,Champion engagement remains strong,positive,0.52,stable,,,sig_435010_149
sig_435010_150,435010,2025-11-12,customer_feedback,Regular QBR completed successfully,positive,0.52,stable,,,sig_435010_150
sig_435010_151,435010,2025-11-30,customer_feedback,Regular QBR completed successfully,positive,0.59,stable,,,sig_435010_151
sig_435010_152,435010,2025-12-01,meeting,Product adoption metrics trending well,positive,0.61,stable,,,sig_435010_152
sig_435010_153,435010,2026-01-10,meeting,Champion engagement remains strong,positive,0.72,stable,,,sig_435010_153
sig_435010_154,435010,2026-01-15,customer_feedback,Product adoption metrics trending well,positive,0.61,stable,,,sig_435010_154
sig_435010_155,435010,2026-02-18,observation,Champion engagement remains strong,positive,0.61,stable,,,sig_435010_155
sig_435010_156,435010,2026-02-15,customer_feedback,Product adoption metrics trending well,neutral,0.19,stable,,,sig_435010_156
sig_435010_157,435010,2026-03-08,health_check,Champion engagement remains strong,neutral,-0.04,stable,,,sig_435010_157
sig_435010_158,435010,2026-03-28,customer_feedback,Regular QBR completed successfully,neutral,0.04,stable,,,sig_435010_158
sig_435011_159,435011,2026-02-20,expansion_signal,CFO approved $1.2M expansion budget for Q3. AI initiative requires 80 additional GPU nodes.,positive,0.9,expansion_candidate,,,sig_435011_159
narrative_sig_435011_160,435011,2026-01-29,routine_review,Routine quarterly review completed,positive,0.61,expansion_candidate,review,,narrative_sig_435011_160
sig_435011_161,435011,2025-10-15,customer_feedback,Product adoption metrics trending well,positive,0.61,expansion_candidate,,,sig_435011_161
sig_435011_162,435011,2025-10-26,health_check,Product adoption metrics trending well,positive,0.63,expansion_candidate,,,sig_435011_162
sig_435011_163,435011,2025-11-24,observation,Product adoption metrics trending well,positive,0.74,expansion_candidate,,,sig_435011_163
sig_435011_164,435011,2025-11-11,meeting,Product adoption metrics trending well,neutral,-0.02,expansion_candidate,,,sig_435011_164
sig_435011_165,435011,2025-12-18,health_check,Regular QBR completed successfully,neutral,0.07,expansion_candidate,,,sig_435011_165
sig_435011_166,435011,2025-12-05,health_check,Expansion discussion in early stages,neutral,0.16,expansion_candidate,,,sig_435011_166
sig_435011_167,435011,2026-01-22,observation,Expansion discussion in early stages,neutral,0.24,expansion_candidate,,,sig_435011_167
sig_435011_168,435011,2026-01-04,customer_feedback,Champion engagement remains strong,neutral,0.09,expansion_candidate,,,sig_435011_168
sig_435011_169,435011,2026-02-23,health_check,Regular QBR completed successfully,positive,0.45,expansion_candidate,,,sig_435011_169
sig_435011_170,435011,2026-02-25,meeting,Regular QBR completed successfully,positive,0.46,expansion_candidate,,,sig_435011_170
sig_435011_171,435011,2026-03-08,observation,Expansion discussion in early stages,positive,0.5,expansion_candidate,,,sig_435011_171
sig_435011_172,435011,2026-03-05,meeting,Champion engagement remains strong,positive,0.69,expansion_candidate,,,sig_435011_172
narrative_sig_435012_173,435012,2026-01-29,routine_review,Routine quarterly review completed,positive,0.71,strong_adopter,review,,narrative_sig_435012_173
sig_435012_174,435012,2025-10-14,observation,Regular QBR completed successfully,positive,0.66,strong_adopter,,,sig_435012_174
sig_435012_175,435012,2025-10-09,meeting,Champion engagement remains strong,neutral,0.13,strong_adopter,,,sig_435012_175
sig_435012_176,435012,2025-11-09,observation,Expansion discussion in early stages,positive,0.39,strong_adopter,,,sig_435012_176
sig_435012_177,435012,2025-11-29,meeting,Regular QBR completed successfully,positive,0.77,strong_adopter,,,sig_435012_177
sig_435012_178,435012,2025-12-05,meeting,Regular QBR completed successfully,positive,0.44,strong_adopter,,,sig_435012_178
sig_435012_179,435012,2025-12-23,customer_feedback,Champion engagement remains strong,positive,0.58,strong_adopter,,,sig_435012_179
sig_435012_180,435012,2026-01-14,health_check,Product adoption metrics trending well,positive,0.75,strong_adopter,,,sig_435012_180
sig_435012_181,435012,2026-01-01,customer_feedback,Regular QBR completed successfully,neutral,0.2,strong_adopter,,,sig_435012_181
sig_435012_182,435012,2026-02-12,health_check,Regular QBR completed successfully,neutral,0.12,strong_adopter,,,sig_435012_182
sig_435012_183,435012,2026-02-16,meeting,Champion engagement remains strong,positive,0.56,strong_adopter,,,sig_435012_183
sig_435012_184,435012,2026-03-06,meeting,Champion engagement remains strong,neutral,-0.05,strong_adopter,,,sig_435012_184
sig_435012_185,435012,2026-03-27,health_check,Expansion discussion in early stages,positive,0.72,strong_adopter,,,sig_435012_185
narrative_sig_435013_186,435013,2026-01-29,routine_review,Routine quarterly review completed,positive,0.39,stable,review,,narrative_sig_435013_186
sig_435013_187,435013,2025-10-02,customer_feedback,Expansion discussion in early stages,positive,0.64,stable,,,sig_435013_187
sig_435013_188,435013,2025-10-24,observation,Champion engagement remains strong,positive,0.45,stable,,,sig_435013_188
sig_435013_189,435013,2025-11-02,observation,Expansion discussion in early stages,positive,0.65,stable,,,sig_435013_189
sig_435013_190,435013,2025-11-11,observation,Product adoption metrics trending well,positive,0.49,stable,,,sig_435013_190
sig_435013_191,435013,2025-12-10,observation,Expansion discussion in early stages,positive,0.65,stable,,,sig_435013_191
sig_435013_192,435013,2025-12-14,observation,Product adoption metrics trending well,neutral,0.19,stable,,,sig_435013_192
sig_435013_193,435013,2026-01-25,customer_feedback,Expansion discussion in early stages,positive,0.53,stable,,,sig_435013_193
sig_435013_194,435013,2026-01-18,health_check,Champion engagement remains strong,neutral,0.18,stable,,,sig_435013_194
sig_435013_195,435013,2026-02-27,customer_feedback,Expansion discussion in early stages,neutral,0.1,stable,,,sig_435013_195
sig_435013_196,435013,2026-02-03,observation,Product adoption metrics trending well,positive,0.4,stable,,,sig_435013_196
sig_435013_197,435013,2026-03-19,health_check,Product adoption metrics trending well,neutral,0.28,stable,,,sig_435013_197
sig_435013_198,435013,2026-03-26,customer_feedback,Regular QBR completed successfully,positive,0.57,stable,,,sig_435013_198
narrative_sig_435014_199,435014,2026-01-29,routine_review,Routine quarterly review completed,positive,0.79,growth_trajectory,review,,narrative_sig_435014_199
sig_435014_200,435014,2025-10-17,meeting,Regular QBR completed successfully,positive,0.42,growth_trajectory,,,sig_435014_200
sig_435014_201,435014,2025-10-19,observation,Product adoption metrics trending well,positive,0.59,growth_trajectory,,,sig_435014_201
sig_435014_202,435014,2025-11-25,customer_feedback,Regular QBR completed successfully,neutral,-0.05,growth_trajectory,,,sig_435014_202
sig_435014_203,435014,2025-11-10,observation,Expansion discussion in early stages,positive,0.42,growth_trajectory,,,sig_435014_203
sig_435014_204,435014,2025-12-07,observation,Expansion discussion in early stages,positive,0.57,growth_trajectory,,,sig_435014_204
sig_435014_205,435014,2025-12-22,health_check,Expansion discussion in early stages,positive,0.69,growth_trajectory,,,sig_435014_205
sig_435014_206,435014,2026-01-23,meeting,Regular QBR completed successfully,positive,0.73,growth_trajectory,,,sig_435014_206
sig_435014_207,435014,2026-01-14,meeting,Champion engagement remains strong,positive,0.61,growth_trajectory,,,sig_435014_207
sig_435014_208,435014,2026-02-24,meeting,Product adoption metrics trending well,positive,0.7,growth_trajectory,,,sig_435014_208
sig_435014_209,435014,2026-01-29,meeting,Champion engagement remains strong,positive,0.65,growth_trajectory,,,sig_435014_209
sig_435014_210,435014,2026-03-24,meeting,Regular QBR completed successfully,positive,0.64,growth_trajectory,,,sig_435014_210
sig_435014_211,435014,2026-03-08,meeting,Expansion discussion in early stages,neutral,0.24,growth_trajectory,,,sig_435014_211
narrative_sig_435015_212,435015,2026-01-29,routine_review,Routine quarterly review completed,positive,0.65,star_account,review,,narrative_sig_435015_212
sig_435015_213,435015,2025-10-01,observation,Champion engagement remains strong,positive,0.55,star_account,,,sig_435015_213
sig_435015_214,435015,2025-10-14,customer_feedback,Regular QBR completed successfully,positive,0.64,star_account,,,sig_435015_214
sig_435015_215,435015,2025-11-21,meeting,Expansion discussion in early stages,neutral,0.09,star_account,,,sig_435015_215
sig_435015_216,435015,2025-11-22,customer_feedback,Regular QBR completed successfully,neutral,0.12,star_account,,,sig_435015_216
sig_435015_217,435015,2025-12-13,observation,Expansion discussion in early stages,positive,0.7,star_account,,,sig_435015_217
sig_435015_218,435015,2025-12-15,customer_feedback,Champion engagement remains strong,positive,0.6,star_account,,,sig_435015_218
sig_435015_219,435015,2026-01-16,meeting,Product adoption metrics trending well,positive,0.57,star_account,,,sig_435015_219
sig_435015_220,435015,2026-01-28,customer_feedback,Expansion discussion in early stages,positive,0.44,star_account,,,sig_435015_220
sig_435015_221,435015,2026-02-21,health_check,Expansion discussion in early stages,neutral,0.18,star_account,,,sig_435015_221
sig_435015_222,435015,2026-02-22,customer_feedback,Product adoption metrics trending well,positive,0.62,star_account,,,sig_435015_222
sig_435015_223,435015,2026-03-19,meeting,Regular QBR completed successfully,neutral,0.05,star_account,,,sig_435015_223
sig_435015_224,435015,2026-03-21,customer_feedback,Regular QBR completed successfully,positive,0.48,star_account,,,sig_435015_224
